label_number	label_name	x	y	z	Aligned_No
4	ADAL	1180.727855	94.946108	32.583110	1
263	ADAR	1187.605345	91.096203	86.861885	2
23	ADEL	1191.015328	84.571882	36.775899	3
492	ADER	1198.000000	82.000000	83.000000	4
11	ADESHL	1133.826693	89.870447	34.415302	5
286	ADESHR	1153.443295	84.841089	86.978283	6
50	ADFL	1273.348385	62.084330	47.395933	7
491	ADFR	1281.000000	56.000000	86.000000	8
97	ADLL	1253.737081	46.120000	54.031784	9
231	ADLR	1242.730393	52.536044	77.555849	10
506	AFDL	1288.000000	65.000000	39.000000	11
488	AFDR	1294.000000	64.000000	90.000000	12
521	AIAL	1262.000000	93.000000	60.000000	13
520	AIAR	1262.000000	93.000000	70.215618	14
84	AIBL	1269.106564	78.089822	50.461866	15
237	AIBR	1280.299187	75.221463	79.513171	16
515	AIML	1215.034682	96.930636	58.156069	17
181	AIMR	1220.558400	95.425920	67.923840	18
16	AINL	1204.521168	72.917138	35.013810	19
272	AINR	1204.856362	67.778920	85.502571	20
516	AIYL	1213.000000	101.000000	49.000000	21
239	AIYR	1223.739011	99.316327	78.269623	22
58	AIZL	1212.793113	81.321181	46.614005	23
493	AIZR	1218.000000	81.000000	81.000000	24
495	ALA	1304.000000	38.000000	69.000000	25
25	ALML	893.064196	51.249283	39.412089	26
249	ALMR	857.252045	47.875393	81.955947	27
347	ALNL	241.000000	68.000000	48.000000	28
348	ALNR	233.000000	68.000000	74.000000	29
12	AMSHL	1194.697077	56.078299	33.841807	30
411	AMSHR	1170.956878	57.232482	88.354113	31
5	AMSOL	1453.789693	63.678136	32.091190	32
276	AMSOR	1492.506961	78.358550	89.063830	33
26	ARCADL	1517.438582	71.008148	37.057853	34
288	ARCADR	1515.286782	83.186649	89.628838	35
183	ARCAV	1577.717387	108.472542	69.717604	36
218	ARCPD	1554.530191	55.466985	79.561468	37
35	ARCPDL	1475.921727	63.820706	42.854637	38
257	ARCPDR	1477.733151	73.833030	84.466910	39
185	ARCPV	1547.718750	111.470794	70.422021	40
30	ARCPVL	1512.005200	85.527000	39.208400	41
554	ARCPVR	1505.000000	97.000000	86.000000	42
1	ASEL	1243.417656	67.991255	32.692692	43
302	ASER	1243.145225	71.954645	93.965547	44
512	ASGL	1245.000000	54.000000	43.000000	45
274	ASGR	1251.974985	53.544907	88.338758	46
8	ASHL	1263.659592	68.780816	33.820000	47
297	ASHR	1272.287822	71.202801	92.665166	48
511	ASIL	1235.891973	52.987997	51.096024	49
243	ASIR	1245.508383	72.129259	80.541644	50
503	ASJL	1252.000000	89.000000	38.000000	51
279	ASJR	1253.954977	89.504747	90.060949	52
80	ASKL	1276.416335	44.512174	50.731518	53
230	ASKR	1269.988251	48.033912	78.001335	54
9	AUAL	1267.702813	86.554446	34.476407	55
294	AUAR	1274.328740	89.493438	89.673556	56
507	AVAL	1308.000000	68.000000	36.000000	57
487	AVAR	1313.010262	70.082098	88.071836	58
56	AVBL	1232.067151	74.074128	47.538081	59
251	AVBR	1230.777457	69.317919	83.084778	60
504	AVDL	1224.000000	74.000000	36.000000	61
300	AVDR	1219.723066	75.111878	92.118094	62
62	AVEL	1293.716274	76.049786	49.216542	63
236	AVER	1298.400223	73.620920	79.460312	64
482	AVG	1177.000000	117.000000	63.000000	65
513	AVHL	1228.000000	55.000000	38.000000	66
260	AVHR	1231.122480	51.944105	86.789554	67
505	AVJL	1219.000000	65.000000	42.000000	68
498	AVJR	1219.000000	61.000000	89.000000	69
77	AVKL	1195.634815	101.823704	49.021235	70
213	AVKR	1195.646540	98.922320	74.340570	71
210	AVL	1271.386938	86.494031	74.479284	72
66	AWAL	1257.597199	63.228720	48.496156	73
242	AWAR	1263.147705	63.414350	80.505818	74
28	AWBL	1265.248032	51.886665	37.941309	75
295	AWBR	1267.101055	55.075472	91.392709	76
2	AWCL	1283.891660	79.807334	32.786858	77
287	AWCR	1290.919384	81.733092	91.025966	78
137	B	256.288986	92.106469	62.293357	79
29	BAGL	1355.253503	83.760092	40.074671	80
