label_number	label_name	x	y	z	Aligned_No
314	ADAL	1151.000000	82.000000	38.000000	1
356	ADAR	1156.000000	81.000000	92.000000	2
315	ADEL	1156.936291	70.927190	41.018203	3
357	ADER	1158.000000	61.000000	92.000000	4
312	ADESHL	1064.000000	76.000000	40.000000	5
352	ADESHR	1096.000000	79.000000	91.000000	6
335	ADFL	1223.000000	54.000000	49.000000	7
377	ADFR	1232.000000	57.000000	78.000000	8
405	ADLL	1206.000000	45.000000	59.000000	9
400	ADLR	1215.000000	43.000000	72.000000	10
328	AFDL	1233.000000	59.000000	40.000000	11
370	AFDR	1242.000000	60.000000	88.000000	12
422	AIAL	1211.011299	92.966102	59.050847	13
421	AIAR	1209.000000	95.000000	71.000000	14
341	AIBL	1219.000000	72.000000	49.000000	15
383	AIBR	1227.000000	72.000000	80.000000	16
428	AIML	1166.078978	91.019744	57.177700	17
432	AIMR	1177.000000	95.000000	71.000000	18
316	AINL	1167.000000	61.000000	42.000000	19
361	AINR	1170.000000	53.000000	89.000000	20
429	AIYL	1162.000000	90.000000	48.000000	21
433	AIYR	1172.000000	92.000000	83.000000	22
344	AIZL	1172.000000	73.000000	49.000000	23
386	AIZR	1177.000000	64.000000	87.000000	24
393	ALA	1250.002245	35.984287	62.979798	25
41	ALML	819.000000	47.000000	43.000000	26
45	ALMR	830.000000	44.000000	81.000000	27
174	ALNL	244.936999	56.000000	54.886598	28
186	ALNR	245.977401	57.005650	74.056497	29
311	AMSHL	1154.000000	51.000000	40.000000	30
354	AMSHR	1138.000000	46.000000	92.000000	31
504	AMSOL	1398.000000	57.000000	41.000000	32
518	AMSOR	1415.080000	63.068571	84.057143	33
502	ARCADL	1426.000000	70.000000	35.000000	34
517	ARCADR	1434.000000	68.000000	84.000000	35
551	ARCAV	1465.000000	99.000000	56.000000	36
536	ARCPD	1461.000000	45.000000	55.000000	37
505	ARCPDL	1382.000000	55.000000	44.000000	38
519	ARCPDR	1408.000000	57.000000	79.000000	39
552	ARCPV	1445.172333	99.000000	59.172333	40
510	ARCPVL	1409.000000	74.000000	39.000000	41
524	ARCPVR	1425.000000	80.000000	84.000000	42
322	ASEL	1199.000000	59.000000	40.000000	43
364	ASER	1207.000000	59.000000	93.000000	44
332	ASGL	1200.000000	47.000000	46.000000	45
375	ASGR	1210.000000	45.000000	84.000000	46
323	ASHL	1215.000000	64.000000	40.000000	47
365	ASHR	1225.000000	65.000000	92.000000	48
406	ASIL	1193.000000	53.000000	59.000000	49
401	ASIR	1197.000000	48.000000	72.000000	50
321	ASJL	1193.000000	79.000000	40.000000	51
363	ASJR	1203.000000	79.000000	93.000000	52
404	ASKL	1224.000000	44.000000	56.000000	53
399	ASKR	1233.000000	44.000000	72.000000	54
324	AUAL	1210.019744	80.881533	38.842044	55
366	AUAR	1222.000000	79.000000	91.000000	56
329	AVAL	1248.000000	65.000000	40.000000	57
371	AVAR	1257.000000	69.000000	88.000000	58
339	AVBL	1184.063709	59.072810	51.981797	59
381	AVBR	1189.000000	55.000000	80.000000	60
320	AVDL	1180.000000	67.000000	40.000000	61
360	AVDR	1185.162791	64.000000	93.122093	62
340	AVEL	1239.994401	68.988802	47.996641	63
382	AVER	1246.000000	70.000000	80.000000	64
443	AVG	1129.118467	106.019744	64.157956	65
331	AVHL	1188.000000	49.000000	44.000000	66
374	AVHR	1195.000000	46.000000	86.000000	67
317	AVJL	1178.939567	55.992018	42.925884	68
362	AVJR	1182.993281	50.995521	89.010078	69
430	AVKL	1149.000000	95.000000	50.000000	70
435	AVKR	1153.000000	97.000000	81.000000	71
416	AVL	1212.000000	84.000000	79.000000	72
338	AWAL	1212.000000	55.000000	50.000000	73
380	AWAR	1218.000000	58.000000	78.000000	74
333	AWBL	1215.051704	49.873090	41.795535	75
376	AWBR	1227.000000	51.000000	87.000000	76
325	AWCL	1226.000000	77.000000	39.000000	77
367	AWCR	1238.649682	74.579618	91.210191	78
197	B	264.000000	77.000000	61.000000	79
452	BAGL	1289.003359	76.011198	40.994401	80
468	BAGR	1296.000000	78.000000	85.000000	81
40	BDUL	1007.000000	77.000000	41.000000	82
44	BDUR	988.000000	74.000000	83.000000	83
42	CANL	725.000000	61.000000	40.000000	84
46	CANR	713.000000	60.000000	83.000000	85
118	CCLA	792.000000	81.000000	56.000000	86
117	CCLP	777.000000	85.000000	55.000000	87
136	CCRA	975.983051	90.954802	83.039548	88
135	CCRP	936.000000	93.000000	74.000000	89
396	CEPDL	1256.000000	39.000000	53.000000	90
397	CEPDR	1264.000000	39.000000	77.000000	91
456	CEPSHDL	1288.000000	53.000000	45.000000	92
472	CEPSHDR	1291.000000	58.000000	80.000000	93
457	CEPSHVL	1279.000000	87.000000	43.000000	94
473	CEPSHVR	1277.000000	81.000000	85.000000	95
488	CEPSODL	1327.976378	52.983127	45.023622	96
490	CEPSODR	1337.000000	57.000000	82.000000	97
501	CEPSOVL	1314.000000	94.000000	45.000000	98
500	CEPSOVR	1319.000000	95.000000	77.000000	99
492	CEPVL	1277.921022	102.980256	58.822300	100
493	CEPVR	1281.942857	103.920000	68.068571	101
449	DA1	1070.000000	102.000000	67.000000	102
14	DA2	990.000000	103.000000	64.000000	103
12	DA3	899.000000	101.000000	63.000000	104
10	DA4	809.000000	99.000000	65.000000	105
7	DA5	669.000000	96.000000	61.000000	106
4	DA6	536.976163	95.039728	62.071510	107
1	DA7	401.000000	93.000000	61.000000	108
205	DA8	313.000000	86.000000	55.000000	109
207	DA9	303.000000	85.000000	68.000000	110
447	DB1	1096.000000	109.000000	64.000000	111
438	DB2	1164.016816	111.010090	63.000000	112
15	DB3	1018.000000	104.000000	64.000000	113
11	DB4	871.000000	101.000000	61.000000	114
8	DB5	736.000000	95.000000	64.000000	115
5	DB6	556.000000	97.000000	62.000000	116
2	DB7	426.000000	93.278649	60.238842	117
446	DD1	1109.000000	102.000000	60.000000	118
13	DD2	945.000000	101.000000	64.000000	119
9	DD3	791.000000	95.000000	66.000000	120
6	DD4	617.000000	98.000000	59.000000	121
3	DD5	456.000000	93.000000	60.000000	122
204	DD6	324.954933	78.819732	59.639464	123
200	DEP	250.000000	56.000000	64.000000	124
94	DL1	1430.000000	51.000000	43.000000	125
152	DL10	1009.000000	38.000000	48.000000	126
151	DL11	956.000000	34.000000	50.000000	127
150	DL12	889.000000	38.000000	47.000000	128
149	DL13	832.000000	37.000000	50.000000	129
148	DL14	778.000000	36.000000	49.000000	130
147	DL15	735.000000	37.000000	50.000000	131
146	DL16	643.000000	41.000000	51.000000	132
145	DL17	588.000000	41.000000	51.000000	133
144	DL18	510.000000	47.000000	50.000000	134
143	DL19	443.000000	44.000000	56.000000	135
95	DL2	1398.000000	45.000000	47.000000	136
142	DL20	389.000000	45.000000	59.000000	137
201	DL21	229.000000	53.000000	64.000000	138
96	DL3	1371.000000	39.000000	50.000000	139
97	DL4	1332.993143	42.981714	43.916571	140
98	DL5	1284.000000	37.000000	53.000000	141
99	DL6	1274.000000	46.000000	45.000000	142
155	DL7	1172.150386	36.000000	53.398458	143
154	DL8	1120.000000	34.000000	48.000000	144
153	DL9	1084.000000	35.000000	49.000000	145
106	DR1	1453.000000	57.000000	79.000000	146
166	DR10	1053.000000	34.000000	78.000000	147
165	DR11	987.000000	34.000000	72.000000	148
164	DR12	927.000000	34.000000	77.000000	149
163	DR13	881.000000	32.000000	70.000000	150
162	DR14	812.000000	36.000000	76.000000	151
161	DR15	774.000000	31.000000	70.000000	152
160	DR16	700.000000	41.000000	71.000000	153
159	DR17	648.000000	39.000000	66.000000	154
158	DR18	570.000000	40.000000	70.000000	155
157	DR19	480.000000	44.000000	67.000000	156
107	DR2	1430.001120	51.006719	77.011198	157
156	DR20	408.000000	46.000000	71.000000	158
194	DR21	285.000000	49.000000	71.000000	159
108	DR3	1383.000000	44.000000	76.000000	160
109	DR4	1349.996641	49.988802	82.994401	161
110	DR5	1290.000000	38.000000	75.000000	162
111	DR6	1284.996644	47.994407	82.001119	163
169	DR7	1181.000000	32.000000	72.000000	164
168	DR8	1149.000000	29.000000	75.000000	165
167	DR9	1098.000000	29.000000	73.000000	166
198	DVA	274.000000	54.000000	60.000000	167
199	DVC	264.000000	64.000000	63.000000	168
295	E1D	1426.887850	54.850467	61.107477	169
304	E1VL	1436.000000	82.000000	49.000000	170
288	E1VR	1442.205562	81.753325	73.205562	171
298	E2D	1498.000000	53.000000	61.000000	172
307	E2VL	1497.000000	81.000000	51.000000	173
291	E2VR	1498.000000	80.000000	70.000000	174
294	E3D	1390.000000	54.000000	61.000000	175
303	E3VL	1408.000000	83.000000	51.000000	176
287	E3VR	1415.000000	83.000000	74.000000	177
427	EXC	1181.957589	88.042411	55.924107	178
426	EXC/DUCT	1197.000000	84.000000	54.000000	179
431	EXC/GL/L	1100.000000	97.000000	48.000000	180
436	EXC/GL/R	1108.000000	98.000000	80.000000	181
196	F	285.000000	65.000000	61.000000	182
318	FLPL	1164.000000	79.000000	39.000000	183
358	FLPR	1169.000000	69.000000	94.000000	184
387	G1	1225.000000	110.000000	65.000000	185
245	G1AL	1152.000000	57.000000	53.000000	186
246	G1AR	1143.000000	56.000000	83.000000	187
231	G1P	1101.000000	43.000000	73.000000	188
388	G2	1205.000000	105.000000	64.000000	189
230	G2L	1093.000000	82.000000	54.000000	190
229	G2R	1094.000000	82.000000	73.000000	191
395	GLRDL	1257.000000	54.000000	58.000000	192
394	GLRDR	1259.026376	54.000000	68.131881	193
345	GLRL	1244.977452	78.959414	50.981962	194
348	GLRR	1252.118467	77.138211	75.921022	195
346	GLRVL	1250.000000	88.000000	55.000000	196
347	GLRVR	1252.000000	88.000000	73.000000	197
451	H0L	1384.000000	65.000000	36.000000	198
467	H0R	1388.000000	72.000000	90.000000	199
450	H1L	1276.000000	68.000000	36.000000	200
466	H1R	1291.963595	70.936291	92.063709	201
310	H2L	1081.000000	70.000000	36.000000	202
353	H2R	1127.000000	66.000000	94.000000	203
170	HMC	1170.000000	36.000000	62.000000	204
43	HSNL	677.000000	82.000000	42.000000	205
47	HSNR	685.000000	79.000000	82.000000	206
219	HYP101	88.000000	69.000000	65.000000	207
220	HYP102	64.000000	71.000000	67.000000	208
221	HYP11	144.000000	61.000000	64.000000	209
506	HYP1L	1367.000000	53.000000	43.000000	210
