label_number	label_name	x	y	z	Aligned_No
507	ADAL	1268.929495	87.209166	35.876616	1
252	ADAR	1267.402384	105.547389	76.651816	2
508	ADEL	1272.000000	78.000000	41.000000	3
264	ADER	1274.034318	91.251477	78.102391	4
449	ADESHL	1202.000000	79.000000	35.000000	5
499	ADESHR	1191.000000	94.000000	74.000000	6
100	ADFL	1360.082087	54.918195	52.440339	7
220	ADFR	1359.070885	61.392229	72.185876	8
145	ADLL	1334.648435	42.435861	58.366789	9
209	ADLR	1334.733825	47.665669	67.425512	10
51	AFDL	1371.280191	57.486691	42.603811	11
282	AFDR	1370.655581	68.917863	80.256488	12
91	AIAL	1349.345361	104.648196	48.415378	13
157	AIAR	1353.695998	105.635503	57.479377	14
523	AIBL	1364.000000	77.000000	44.000000	15
235	AIBR	1362.284954	79.083796	72.179167	16
110	AIML	1292.852981	101.776084	52.110095	17
524	AIMR	1305.874611	104.273575	56.974093	18
14	AINL	1281.446030	63.982630	38.185794	19
268	AINR	1282.750717	73.003346	79.354685	20
46	AIYL	1291.124456	95.398403	41.702104	21
184	AIYR	1315.539673	107.925197	65.089945	22
511	AIZL	1292.000000	78.000000	43.000000	23
500	AIZR	1291.945496	91.087055	69.834974	24
194	ALA	1406.836348	43.782672	64.417153	25
12	ALML	882.596463	58.688333	39.032614	26
210	ALMR	909.380309	53.742117	73.379505	27
76	ALNL	273.678994	70.381287	46.911982	28
348	ALNR	268.000000	68.000000	65.000000	29
30	AMSHL	1255.264956	50.926476	38.117136	30
550	AMSHR	1224.571753	64.461146	81.673284	31
55	AMSOL	1554.236952	62.984527	44.464203	32
267	AMSOR	1572.711216	69.979373	78.384186	33
5	ARCADL	1628.565830	76.459273	36.857838	34
283	ARCADR	1596.714534	76.923644	79.942516	35
117	ARCAV	1656.384402	103.958468	53.307337	36
208	ARCPD	1629.252203	55.658305	69.869153	37
38	ARCPDL	1577.092322	65.464004	42.628797	38
248	ARCPDR	1552.070490	65.637956	77.045255	39
103	ARCPV	1624.351099	105.496843	51.259914	40
3	ARCPVL	1611.864322	76.013161	36.774827	41
279	ARCPVR	1590.777144	93.361702	78.881334	42
13	ASEL	1327.447890	56.875320	36.936381	43
498	ASER	1319.000000	79.000000	80.000000	44
75	ASGL	1324.896372	44.292017	46.402612	45
239	ASGR	1322.443881	57.163922	74.681530	46
17	ASHL	1349.399817	65.362907	38.705181	47
263	ASHR	1342.966682	83.590533	77.081801	48
521	ASIL	1313.000000	49.000000	53.000000	49
202	ASIR	1310.672628	51.693106	64.471012	50
8	ASJL	1317.868558	78.899432	36.537798	51
251	ASJR	1322.188699	102.696753	75.252877	52
129	ASKL	1360.071106	36.952370	56.695485	53
187	ASKR	1362.349967	47.654649	66.499231	54
9	AUAL	1339.125395	83.997629	36.701791	55
532	AUAR	1341.769457	104.620219	74.672640	56
33	AVAL	1388.947926	61.020890	38.995761	57
285	AVAR	1390.650308	73.674969	80.822441	58
25	AVBL	1322.834914	63.748359	44.071238	59
233	AVBR	1308.637981	67.757964	70.558130	60
519	AVDL	1300.975113	65.000000	35.937783	61
501	AVDR	1295.000000	86.000000	79.000000	62
88	AVEL	1385.324638	67.825362	48.839130	63
230	AVER	1386.454182	79.889238	70.140166	64
538	AVG	1262.747264	123.101990	53.871642	65
516	AVHL	1307.000000	50.000000	42.000000	66
261	AVHR	1305.859971	57.305308	78.437016	67
515	AVJL	1294.917336	56.889782	39.041332	68
254	AVJR	1296.589969	69.217732	78.023532	69
64	AVKL	1277.290528	98.725366	44.130642	70
178	AVKR	1283.512753	106.977476	65.092083	71
174	AVL	1349.318904	97.606831	64.278396	72
518	AWAL	1342.000000	51.000000	50.000000	73
229	AWAR	1340.204592	66.901972	70.708272	74
517	AWBL	1350.000000	48.000000	41.000000	75
276	AWBR	1340.987272	59.639289	80.235351	76
512	AWCL	1365.106599	75.893401	34.051325	77
257	AWCR	1365.745666	93.329375	76.361434	78
132	B	288.618957	93.356990	57.180281	79
461	BAGL	1445.248369	82.193176	36.834420	80
265	BAGR	1445.730966	93.430262	78.612284	81
19	BDUL	1121.413449	77.398596	38.227383	82
240	BDUR	1134.061755	93.990989	74.006361	83
21	CANL	783.862830	95.005687	38.501365	84
457	CANR	832.000000	75.000000	70.000000	85
120	CCLA	850.184556	120.147068	54.356296	86
83	CCLP	814.993515	115.813774	48.867820	87
246	CCRA	1084.186412	111.480160	74.340280	88
216	CCRP	1068.887383	111.587173	69.826859	89
99	CEPDL	1405.249028	46.207254	51.354598	90
247	CEPDR	1404.126663	51.814529	74.889569	91
66	CEPSHDL	1422.816636	57.305781	46.427151	92
255	CEPSHDR	1431.863896	69.774466	75.555254	93
464	CEPSHVL	1430.000000	98.000000	39.000000	94
243	CEPSHVR	1425.049608	104.179919	73.715642	95
31	CEPSODL	1472.224309	58.453579	39.188164	96
473	CEPSODR	1477.035477	62.968958	74.968958	97
470	CEPSOVL	1477.000000	98.000000	37.000000	98
237	CEPSOVR	1469.662929	110.405343	70.512863	99
92	CEPVL	1428.543817	117.669553	48.099758	100
546	CEPVR	1427.000000	121.000000	61.000000	101
78	DA1	1189.528455	120.464726	49.979281	102
106	DA2	1094.900000	121.744220	50.722832	103
127	DA3	1005.229270	115.967512	56.758663	104
137	DA4	899.757955	119.274621	57.647727	105
161	DA5	763.541826	122.543880	61.010566	106
149	DA6	598.866548	113.373512	59.432768	107
126	DA7	458.599579	107.888977	56.408840	108
357	DA8	340.870740	101.155112	48.844888	109
199	DA9	332.003739	94.029113	66.505609	110
107	DB1	1236.755258	124.976866	51.191640	111
543	DB2	1295.000000	126.000000	52.000000	112
97	DB3	1120.179175	123.766650	50.118042	113
136	DB4	960.702477	115.468961	57.734641	114
160	DB5	806.370800	121.787659	60.635863	115
143	DB6	629.736226	114.683790	58.635880	116
133	DB7	480.685181	108.347491	57.342357	117
74	DD1	1232.881178	114.313367	45.837351	118
128	DD2	1030.186485	116.022742	56.974009	119
144	DD3	882.637553	119.688762	58.489616	120
150	DD4	660.171064	114.503801	58.945215	121
141	DD5	512.373152	107.719893	57.626605	122
358	DD6	346.000000	95.000000	55.000000	123
349	DEP	278.000000	66.000000	56.000000	124
41	DL1	1628.253899	61.643585	41.424205	125
389	DL10	1147.018272	40.939369	46.954942	126
388	DL11	1084.675362	43.362338	46.944593	127
387	DL12	1016.379981	40.547066	49.830091	128
386	DL13	949.647274	44.750685	47.740786	129
54	DL14	841.723263	57.009141	44.186472	130
385	DL15	789.904379	56.755585	46.018097	131
384	DL16	696.692888	55.639478	43.330334	132
383	DL17	616.112150	55.536172	48.270336	133
382	DL18	532.000000	59.000000	45.000000	134
381	DL19	465.454603	57.332806	49.073394	135
397	DL2	1597.000000	55.321574	46.249661	136
380	DL20	364.065211	60.751469	44.790652	137
345	DL21	244.661405	67.774796	57.734017	138
396	DL3	1556.899327	47.882724	49.294241	139
395	DL4	1512.734488	49.993278	44.984488	140
394	DL5	1445.654157	46.894776	43.825239	141
544	DL6	1432.000000	40.000000	50.000000	142
392	DL7	1305.288889	36.897778	57.670741	143
391	DL8	1258.968788	35.824003	48.980266	144
390	DL9	1187.506114	43.629529	48.145833	145
366	DR1	1619.070992	66.590353	76.605469	146
