label_number	label_name	x	y	z	Aligned_No
279	ADAL	1165.000000	60.000000	87.000000	1
8	ADAR	1158.378119	62.264555	38.076136	2
280	ADEL	1170.000000	71.000000	84.000000	3
301	ADER	1169.000000	74.000000	40.000000	4
277	ADESHL	1121.000000	64.000000	89.000000	5
10	ADESHR	1126.512792	69.658322	38.615406	6
286	ADFL	1247.000000	97.000000	80.000000	7
7	ADFR	1255.472888	97.942637	38.038527	8
291	ADLL	1226.000000	106.000000	67.000000	9
79	ADLR	1230.905228	106.817856	55.910241	10
210	AFDL	1257.668991	84.107911	87.294028	11
308	AFDR	1268.000000	88.000000	34.000000	12
334	AIAL	1239.755216	61.877608	66.143255	13
343	AIAR	1236.000000	56.000000	55.000000	14
156	AIBL	1245.603795	80.047154	73.648717	15
32	AIBR	1255.649946	83.239002	45.579667	16
325	AIML	1188.000000	50.000000	67.000000	17
328	AIMR	1197.000000	50.000000	55.000000	18
202	AINL	1176.742827	86.344288	85.266302	19
304	AINR	1177.000000	90.000000	40.000000	20
326	AIYL	1189.000000	55.000000	75.000000	21
38	AIYR	1196.767961	59.088350	46.690615	22
287	AIZL	1189.000000	77.000000	77.000000	23
302	AIZR	1188.954494	80.954494	47.072810	24
320	ALA	1286.000000	109.000000	66.000000	25
197	ALML	813.087072	94.643763	84.485898	26
20	ALMR	812.772499	99.542487	44.369834	27
437	ALNL	215.987400	88.974800	69.126002	28
443	ALNR	217.000000	91.000000	59.000000	29
499	AMSHL	1169.776399	97.028799	88.005619	30
12	AMSHR	1169.202236	101.485053	38.825318	31
177	AMSOL	1429.559828	89.574753	80.299772	32
372	AMSOR	1458.962278	87.919336	44.416370	33
193	ARCADL	1480.419137	72.598446	83.002045	34
18	ARCADR	1475.748671	80.821965	41.343353	35
408	ARCAV	1539.000000	52.000000	57.000000	36
402	ARCPD	1505.000000	101.000000	61.000000	37
189	ARCPDL	1444.741400	86.582600	85.602000	38
33	ARCPDR	1439.707039	91.930146	45.710757	39
410	ARCPV	1509.000000	50.000000	55.000000	40
396	ARCPVL	1451.000000	59.000000	80.000000	41
373	ARCPVR	1457.000000	73.000000	43.000000	42
282	ASEL	1216.000000	83.000000	85.000000	43
307	ASER	1214.952188	88.328021	33.844196	44
284	ASGL	1219.000000	99.000000	78.000000	45
35	ASGR	1222.428301	97.596273	46.070753	46
211	ASHL	1235.179609	81.151553	87.129008	47
1	ASHR	1240.882718	85.892018	34.188840	48
290	ASIL	1207.000000	98.000000	69.000000	49
81	ASIR	1207.831061	101.001768	55.831061	50
281	ASJL	1219.966102	71.011299	81.050847	51
17	ASJR	1219.519920	71.528232	41.061049	52
292	ASKL	1253.000000	102.000000	71.000000	53
73	ASKR	1252.834008	105.552036	53.342462	54
207	AUAL	1235.651755	64.080179	84.894357	55
306	AUAR	1239.838164	68.080918	38.676329	56
209	AVAL	1277.201808	81.012832	87.639837	57
314	AVAR	1284.000000	88.000000	38.000000	58
289	AVBL	1195.000000	94.000000	75.000000	59
311	AVBR	1198.000000	96.000000	47.000000	60
201	AVDL	1195.725038	80.451593	86.950835	61
303	AVDR	1194.000000	86.000000	39.000000	62
163	AVEL	1267.644829	78.787828	75.968074	63
312	AVER	1274.979684	81.050790	46.989842	64
271	AVG	1145.896424	38.844636	61.585697	65
285	AVHL	1206.000000	100.000000	84.000000	66
13	AVHR	1207.295441	103.729948	39.456434	67
283	AVJL	1193.000000	93.000000	88.000000	68
305	AVJR	1190.984287	97.002245	37.979798	69
327	AVKL	1173.000000	51.000000	75.000000	70
42	AVKR	1174.363277	54.747614	47.688384	71
344	AVL	1244.000000	66.000000	47.000000	72
153	AWAL	1234.741714	94.415885	72.999375	73
310	AWAR	1241.000000	96.000000	46.000000	74
214	AWBL	1229.722548	94.621550	89.274222	75
309	AWBR	1235.000000	102.000000	35.000000	76
208	AWCL	1252.512742	68.578947	86.564543	77
3	AWCR	1257.944483	72.889665	34.938198	78
447	B	235.187779	63.150025	61.293095	79
379	BAGL	1327.000000	72.000000	85.000000	80
348	BAGR	1328.000000	78.000000	41.000000	81
194	BDUL	1049.137913	75.758267	84.063317	82
19	BDUR	1030.066982	83.816843	44.192329	83
187	CANL	709.447648	63.453662	84.254433	84
9	CANR	750.432316	68.123120	40.920284	85
134	CCLA	760.101134	40.991552	72.394642	86
429	CCLP	715.894923	39.894923	74.769776	87
30	CCRA	967.192990	57.681271	46.396057	88
64	CCRP	944.184488	46.810094	53.163102	89
297	CEPDL	1288.000000	103.000000	80.000000	90
67	CEPDR	1286.922686	108.684574	52.214882	91
387	CEPSHDL	1314.987526	89.970894	83.979210	92
363	CEPSHDR	1317.000000	100.000000	46.000000	93
377	CEPSHVL	1311.000000	56.000000	79.000000	94
