epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,0.001792114693671465,,1.9964157342910767,,
0,19,,0.00358422938734293,,1.9928314685821533,,
0,29,,0.0,,2.0,,
0,39,,0.001792114693671465,,1.9964157342910767,,
0,49,,0.005376344081014395,,1.9892473220825195,,
0,59,,0.001792114693671465,,1.9964157342910767,,
0,69,,0.001792114693671465,,1.9964157342910767,,
0,79,,0.001792114693671465,,1.9964157342910767,,
0,89,,0.00716845877468586,,1.9856630563735962,,
0,99,,0.001792114693671465,,1.9964157342910767,,
0,109,,0.0,,2.0,,
0,119,,0.0,,2.0,,
0,129,,0.0,,2.0,,
0,139,,0.0,,2.0,,
0,149,,0.001792114693671465,,1.9964157342910767,,
0,159,,0.0,,2.0,,
0,169,,0.0,,2.0,,
0,179,,0.005376344081014395,,1.9892473220825195,,
0,189,,0.005376344081014395,,1.98924720287323,,
0,199,,0.001792114693671465,,1.9964157342910767,,
0,209,,0.0,,2.0,,
0,219,,0.001792114693671465,,1.9964157342910767,,
0,229,,0.0,,2.0,,
0,239,,0.0,,2.0,,
0,249,,0.0,,2.0,,
0,259,,0.001792114693671465,,1.9964157342910767,,
0,269,,0.00716845877468586,,1.9856629371643066,,
0,279,,0.0,,2.0,,
0,289,,0.001792114693671465,,1.9964157342910767,,
0,299,,0.005376344081014395,,1.98924720287323,,
0,309,,0.001792114693671465,,1.9964157342910767,,
0,319,,0.001792114693671465,,1.9964157342910767,,
0,329,,0.001792114693671465,,1.9964157342910767,,
0,339,,0.0,,2.0,,
0,349,,0.001792114693671465,,1.9964157342910767,,
0,359,,0.001792114693671465,,1.9964157342910767,,
0,369,,0.0,,2.0,,
0,379,,0.0,,2.0,,
0,389,,0.005376344081014395,,1.98924720287323,,
0,399,,0.001792114693671465,,1.9964157342910767,,
0,409,,0.0,,2.0,,
0,419,,0.001792114693671465,,1.9964157342910767,,
0,429,,0.001792114693671465,,1.9964157342910767,,
0,439,,0.0,,2.0,,
0,449,,0.0,,2.0,,
0,459,,0.0,,2.0,,
0,469,,0.001792114693671465,,1.9964157342910767,,
0,479,,0.001792114693671465,,1.9964157342910767,,
0,489,,0.0,,2.0,,
0,499,,0.005376344081014395,,1.9892473220825195,,
0,509,,0.00358422938734293,,1.9928314685821533,,
0,519,,0.0,,2.0,,
0,529,,0.0,,2.0,,
0,539,,0.001792114693671465,,1.9964157342910767,,
0,549,,0.00358422938734293,,1.9928314685821533,,
0,559,,0.001792114693671465,,1.9964157342910767,,
0,569,,0.0,,2.0,,
0,579,,0.001792114693671465,,1.9964157342910767,,
0,589,,0.001792114693671465,,1.9964157342910767,,
0,599,,0.00358422938734293,,1.9928314685821533,,
0,609,,0.001792114693671465,,1.9964157342910767,,
0,619,,0.005376344081014395,,1.98924720287323,,
0,629,,0.00716845877468586,,1.9856630563735962,,
0,639,,0.001792114693671465,,1.9964157342910767,,
0,649,,0.001792114693671465,,1.9964157342910767,,
0,659,,0.005376344081014395,,1.9892473220825195,,
0,669,,0.001792114693671465,,1.9964157342910767,,
0,679,,0.001792114693671465,,1.9964157342910767,,
0,689,,0.001792114693671465,,1.9964157342910767,,
0,699,,0.005376344081014395,,1.9892473220825195,,
0,709,,0.0,,2.0,,
0,719,,0.00358422938734293,,1.9928314685821533,,
0,729,,0.00358422938734293,,1.9928314685821533,,
0,739,,0.005376344081014395,,1.98924720287323,,
0,749,,0.0,,2.0,,
0,759,,0.00358422938734293,,1.9928314685821533,,
0,769,,0.00358422938734293,,1.9928314685821533,,
0,779,,0.001792114693671465,,1.9964157342910767,,
0,789,,0.001792114693671465,,1.9964157342910767,,
0,799,,0.001792114693671465,,1.9964157342910767,,
0,809,,0.0,,2.0,,
0,819,,0.005376344081014395,,1.9892473220825195,,
0,829,,0.001792114693671465,,1.9964157342910767,,
0,839,,0.001792114693671465,,1.9964157342910767,,
0,849,,0.0,,2.0,,
0,859,,0.001792114693671465,,1.9964157342910767,,
0,869,,0.0,,2.0,,
