label_number	label_name	x	y	z	Aligned_No
371	ADAL	1193.000000	97.000000	43.000000	1
348	ADAR	1187.870740	95.155112	97.155112	2
374	ADEL	1198.000000	89.000000	50.000000	3
349	ADER	1193.000000	89.000000	91.000000	4
15	ADESHL	1160.885695	92.380500	40.967278	5
238	ADESHR	1145.939325	88.306030	93.896473	6
384	ADFL	1269.000000	67.000000	52.000000	7
361	ADFR	1280.000000	67.000000	85.000000	8
67	ADLL	1250.265930	50.229702	55.288798	9
370	ADLR	1263.261978	53.902885	83.241886	10
382	AFDL	1282.000000	71.000000	44.000000	11
354	AFDR	1290.000000	73.000000	92.000000	12
416	AIAL	1262.917336	99.041332	63.110218	13
413	AIAR	1265.022857	104.057143	72.102857	14
78	AIBL	1273.383374	80.173093	57.253213	15
203	AIBR	1274.863175	82.010420	82.033178	16
555	AIML	1210.000000	100.000000	67.000000	17
405	AIMR	1216.116646	99.963548	75.737546	18
378	AINL	1208.000000	73.000000	50.000000	19
234	AINR	1200.147724	75.581274	94.339662	20
404	AIYL	1213.000000	102.000000	55.000000	21
406	AIYR	1214.000000	101.000000	85.000000	22
385	AIZL	1213.000000	87.000000	54.000000	23
352	AIZR	1211.000000	85.000000	87.000000	24
118	ALA	1321.958635	47.155644	67.073849	25
39	ALML	876.599023	53.335036	46.733792	26
208	ALMR	858.488845	56.861903	85.812765	27
540	ALNL	221.552042	70.089592	61.462451	28
175	ALNR	213.047517	73.805906	79.006443	29
373	AMSHL	1200.183064	58.511456	49.302111	30
231	AMSHR	1189.107115	56.538880	91.368390	31
19	AMSOL	1469.550353	67.295243	46.089000	32
298	AMSOR	1493.000000	73.000000	94.000000	33
16	ARCADL	1524.872609	82.395780	42.969237	34
295	ARCADR	1515.000000	82.000000	94.000000	35
97	ARCAV	1590.328980	109.828563	61.226452	36
87	ARCPD	1555.895638	50.911835	60.169151	37
27	ARCPDL	1487.563970	70.541212	46.029834	38
228	ARCPDR	1470.676975	68.408692	89.481822	39
471	ARCPV	1561.000000	112.000000	61.000000	40
23	ARCPVL	1495.115926	86.412011	43.415090	41
296	ARCPVR	1501.000000	93.000000	94.000000	42
381	ASEL	1245.000000	75.000000	43.000000	43
242	ASER	1244.001034	76.062548	94.247609	44
33	ASGL	1241.261955	61.640542	47.361849	45
356	ASGR	1248.000000	60.000000	94.000000	46
8	ASHL	1262.989036	77.002741	40.131562	47
248	ASHR	1268.080815	79.710992	96.721513	48
394	ASIL	1230.000000	56.000000	59.000000	49
369	ASIR	1239.000000	58.000000	85.000000	50
11	ASJL	1244.055566	91.115555	41.697943	51
247	ASJR	1244.657001	94.914316	94.819488	52
52	ASKL	1275.600103	49.309222	51.398605	53
205	ASKR	1287.282917	51.860861	83.747230	54
10	AUAL	1262.628131	94.131708	39.481440	55
246	AUAR	1266.200789	96.414474	95.849211	56
2	AVAL	1299.714954	72.648138	39.071683	57
209	AVAR	1308.079970	72.803642	93.831939	58
392	AVBL	1220.000000	68.000000	56.000000	59
358	AVBR	1223.000000	67.000000	87.000000	60
377	AVDL	1224.000000	80.000000	44.000000	61
351	AVDR	1219.004474	78.996644	93.003356	62
53	AVEL	1291.494617	79.333756	53.423686	63
363	AVER	1297.976378	81.976378	84.016873	64
400	AVG	1192.000000	112.000000	69.000000	65
383	AVHL	1226.000000	53.000000	48.000000	66
357	AVHR	1231.930445	60.018244	94.083238	67
379	AVJL	1222.025200	66.987400	45.873998	68
353	AVJR	1211.000000	69.000000	95.000000	69
84	AVKL	1192.836970	101.162424	57.130606	70
199	AVKR	1198.285714	103.466236	82.976863	71
162	AVL	1261.259198	89.107060	75.119324	72
60	AWAL	1255.872474	73.276898	55.974331	73
213	AWAR	1261.815394	71.574865	84.799158	74
26	AWBL	1257.819781	59.433760	43.506396	75
355	AWBR	1268.000000	62.000000	94.000000	76
380	AWCL	1282.000000	86.000000	41.000000	77
245	AWCR	1283.602668	87.826314	96.792310	78
146	B	234.244091	97.492909	67.685862	79
438	BAGL	1345.000000	89.000000	42.000000	80
421	BAGR	1347.983127	91.973003	95.020247	81
6	BDUL	1066.971491	82.376096	39.373465	82
237	BDUR	1073.690055	77.351230	92.838519	83
22	CANL	745.549697	75.289697	43.508687	84
225	CANR	757.224707	76.254451	88.463960	85
290	CCLA	862.836950	105.437952	46.218698	86
43	CCLP	776.288641	103.069425	48.569127	87
230	CCRA	1019.282595	100.584529	90.306301	88
220	CCRP	976.649094	103.543116	86.709964	89
390	CEPDL	1312.997760	51.989922	52.992161	90
201	CEPDR	1325.144697	50.570707	84.065657	91
40	CEPSHDL	1343.053882	61.813882	47.343529	92
429	CEPSHDR	1344.000000	66.000000	91.000000	93
38	CEPSHVL	1334.277614	98.450651	46.849433	94
227	CEPSHVR	1332.674640	98.885276	90.363911	95
34	CEPSODL	1394.909189	63.812123	47.860656	96
216	CEPSODR	1389.342483	64.062067	88.958952	97
50	CEPSOVL	1380.582985	104.709902	51.041144	98
232	CEPSOVR	1378.331403	102.319824	91.503011	99
445	CEPVL	1343.000000	111.000000	60.000000	100
190	CEPVR	1341.625538	110.659995	80.531543	101
137	DA1	1134.598621	118.757011	67.628966	102
134	DA2	1042.255195	115.810058	68.097257	103
288	DA3	950.103787	117.103787	69.262623	104
287	DA4	855.000000	117.000000	65.000000	105
285	DA5	711.853394	117.146606	65.199090	106
284	DA6	557.351688	113.273963	62.728076	107
111	DA7	414.929703	110.927695	64.508815	108
550	DA8	286.759700	100.180225	62.579474	109
549	DA9	284.966102	99.011299	79.050847	110
141	DB1	1166.796660	122.999018	68.460380	111
510	DB2	1234.000000	121.000000	67.000000	112
136	DB3	1079.360216	120.077049	68.187306	113
127	DB4	909.098371	113.507287	67.119160	114
286	DB5	750.113434	114.725141	65.232321	115
106	DB6	589.322667	110.751333	63.041333	116
107	DB7	451.139599	112.342836	62.680890	117
396	DD1	1180.000000	115.000000	63.000000	118
289	DD2	1007.000000	118.000000	69.000000	119
98	DD3	820.705544	115.039708	62.508536	120
112	DD4	624.697919	108.085112	64.674683	121
116	DD5	480.615595	108.939906	64.688850	122
551	DD6	290.917336	97.041332	69.889782	123
546	DEP	227.000000	69.000000	68.000000	124
48	DL1	1530.398285	63.431506	50.147526	125
51	DL10	1088.086759	45.264171	51.963219	126
488	DL11	1012.129232	40.529472	57.394741	127
489	DL12	949.603294	43.986580	52.687068	128
65	DL13	880.638099	42.424604	57.292037	129
490	DL14	812.232518	48.412686	51.869507	130
66	DL15	752.659145	47.795727	57.210863	131
68	DL16	670.317188	49.655835	56.401594	132
491	DL17	582.552871	49.306733	59.469109	133
70	DL18	492.424841	54.022480	57.238647	134
492	DL19	430.797734	55.402678	58.215860	135
55	DL2	1500.657717	57.646584	52.283563	136
493	DL20	323.361533	56.210233	56.949510	137
150	DL21	197.638391	67.361609	69.798851	138
481	DL3	1468.670612	54.467202	55.202207	139
47	DL4	1431.965581	52.266134	54.064536	140
482	DL5	1346.000000	46.000000	55.000000	141
483	DL6	1332.961039	52.208312	47.404675	142
484	DL7	1219.091285	41.070637	60.384047	143
486	DL8	1176.852106	42.005843	55.057425	144
487	DL9	1140.679869	41.610011	53.280305	145
212	DR1	1527.891750	65.290574	86.186616	146
498	DR10	1121.411977	43.292886	80.015534	147
497	DR11	1066.191034	41.328002	74.139896	148
496	DR12	974.274703	46.816348	81.326953	149
113	DR13	941.952856	39.718685	71.676359	150
143	DR14	858.628152	46.431583	74.823687	151
142	DR15	824.473424	44.179255	70.796643	152
164	DR16	735.631498	49.460754	76.357798	153
495	DR17	685.837582	47.917000	72.106383	154
494	DR18	588.145089	51.142097	75.472328	155
159	DR19	481.511791	53.993728	74.431009	156
504	DR2	1495.434242	59.761227	86.752606	157
178	DR20	385.186142	59.191936	78.055529	158
548	DR21	265.134531	60.872754	78.408451	159
503	DR3	1458.268880	53.847136	83.234768	160
502	DR4	1420.241055	59.664142	91.177853	161
501	DR5	1382.032455	47.245061	84.195673	162
500	DR6	1365.000000	56.000000	92.000000	163
173	DR7	1235.799536	41.589213	77.868935	164
499	DR8	1207.000000	41.000000	79.000000	165
163	DR9	1172.699096	39.923450	77.149349	166
151	DVA	241.068148	75.604923	69.343440	167
156	DVC	215.009396	85.317114	69.757047	168
334	E1D	1505.279948	59.216146	70.541667	169
338	E1VL	1523.000000	88.000000	57.000000	170
339	E1VR	1525.000000	86.000000	82.000000	171
120	E2D	1600.937874	60.863777	64.850155	172
73	E2VL	1602.171767	86.331293	56.103850	173
166	E2VR	1603.928001	86.599926	74.434218	174
144	E3D	1467.698219	60.274777	70.203964	175
96	E3VL	1492.122986	90.675531	59.643058	176
335	E3VR	1501.000000	87.000000	80.000000	177
403	EXC	1230.882810	98.545850	64.761579	178
419	EXC/DUCT	1246.000000	95.000000	62.000000	179
527	EXC/GL/L	1159.309099	110.212160	52.403699	180
219	EXC/GL/R	1175.976000	103.293091	86.292121	181
145	F	256.581149	80.473471	68.588327	182
375	FLPL	1208.993274	91.006726	43.983184	183
350	FLPR	1207.000000	91.000000	97.000000	184
135	G1	1310.731390	120.157475	67.820507	185
310	G1AL	1174.000000	74.000000	54.000000	186
309	G1AR	1169.000000	67.000000	84.000000	187
149	G1P	1119.631467	57.123317	72.298370	188
140	G2	1280.477243	115.102961	65.963765	189
75	G2L	1116.317823	96.696664	58.356014	190
161	G2R	1118.501230	93.067293	75.441985	191
391	GLRDL	1315.000000	61.000000	60.000000	192
368	GLRDR	1317.000000	61.000000	76.000000	193
29	GLRL	1302.058557	87.339083	56.468452	194
364	GLRR	1304.770859	88.656289	79.286426	195
102	GLRVL	1310.281332	96.101665	62.072305	196
365	GLRVR	1309.000000	95.000000	74.000000	197
455	H0L	1462.481025	79.119007	40.092769	198
249	H0R	1462.880336	82.274987	97.901252	199
437	H1L	1363.995585	76.989698	38.984547	200
420	H1R	1353.949348	78.027629	100.260936	201
372	H2L	1198.000000	79.000000	38.000000	202
347	H2R	1162.739910	76.944106	98.863389	203
485	HMC	1196.727096	46.059129	66.669591	204
31	HSNL	694.805981	99.565148	44.233179	205
222	HSNR	682.637262	91.360087	88.344661	206
534	HYP101	51.873890	78.376312	65.915860	207
114	HYP102	31.299105	77.460242	65.654204	208
535	HYP11	113.107665	75.127444	60.641043	209
41	HYP1L	1453.501968	65.169252	49.846724	210
221	HYP1R	1452.471889	69.291430	91.915772	211
472	HYP1V	1541.000000	110.000000	72.000000	212
13	HYP2L	1507.652725	76.119326	41.155401	213
470	HYP2V	1569.157956	110.980256	67.118467	214
461	HYP31	1591.000000	52.000000	71.000000	215
460	HYP32	1580.000000	50.000000	65.000000	216
459	HYP4D	1654.878653	54.242694	65.857687	217
124	HYP4V1	1643.149899	101.823993	65.301148	218
110	HYP4V2	1621.955937	105.324576	63.812371	219
21	HYP5L	1575.239711	78.206318	42.690614	220
436	HYP5R	1573.000000	81.000000	89.000000	221
464	HYP6D1	1526.000000	46.000000	72.000000	222
465	HYP6D2	1470.000000	48.000000	72.000000	223
466	HYP6D3	1442.888494	47.119081	68.575047	224
467	HYP6D4	1417.000000	45.000000	69.000000	225
477	HYP6V1	1514.769053	119.387221	69.293303	226
478	HYP6V2	1450.000000	116.000000	70.000000	227
133	HYP71	147.923032	94.008358	68.153547	228
123	HYP72	128.319392	85.292978	66.745983	229
272	HYP7ABLD	1131.962540	68.985405	38.951837	230
5	HYP7ABLV	1124.800000	87.085474	37.103211	231
12	HYP7ABR3	1163.177399	70.612796	38.287495	232
274	HYP7ABRD	1097.950121	73.205584	94.278415	233
273	HYP7ABRV	1107.248093	89.616584	94.074793	234
468	HYP7D1	1382.897497	41.725231	69.339218	235
469	HYP7D2	1309.346353	36.696159	65.832974	236
267	HYP7LC1	988.971362	67.695026	40.632557	237
271	HYP7LC2	907.287909	60.403954	42.759848	238
32	HYP7LC3	767.638039	61.424036	43.386054	239
270	HYP7LC4	584.866474	66.502659	45.320347	240
268	HYP7LC5	444.181971	65.384723	48.292895	241
544	HYP7LC6	257.521552	67.179677	53.447637	242
275	HYP7RC1	994.994967	64.601007	93.220378	243
276	HYP7RC2	837.044421	66.238819	88.987954	244
277	HYP7RC3	730.456751	68.705966	89.863831	245
278	HYP7RC4	599.990798	62.791000	87.688642	246
279	HYP7RC5	454.459105	70.490053	87.098093	247
554	HYP7RC6	242.437566	68.932494	83.861490	248
479	HYP7V1	1400.000000	122.000000	70.000000	249
480	HYP7V2	1377.792541	122.554390	69.264569	250
93	HYP8	104.263839	82.708398	66.914813	251
122	HYP9	66.902078	83.825895	66.640439	252
330	I1L	1460.000000	90.000000	60.000000	253
331	I1R	1461.000000	88.000000	81.000000	254
321	I2L	1422.000000	94.000000	55.000000	255
319	I2R	1419.000000	96.000000	88.000000	256
130	I3	1398.441428	62.668824	69.495302	257
128	I4	1178.492691	55.520206	66.865291	258
153	I5	1169.419798	103.183467	69.894791	259
308	I6	1162.000000	59.000000	54.000000	260
451	IL1DL	1367.000000	56.000000	61.000000	261
432	IL1DR	1366.000000	57.000000	75.000000	262
440	IL1L	1371.000000	85.000000	45.000000	263
422	IL1R	1372.000000	88.000000	94.000000	264
444	IL1VL	1370.000000	114.837209	63.877907	265
557	IL1VR	1355.000000	111.000000	70.000000	266
69	IL2DL	1392.527542	53.254109	57.594004	267
435	IL2DR	1406.000000	49.000000	79.000000	268
4	IL2L	1403.675227	77.667540	38.693746	269
301	IL2R	1403.000000	82.000000	98.000000	270
443	IL2VL	1402.057007	116.850356	60.745843	271
189	IL2VR	1374.687990	114.355767	79.248038	272
456	ILSHDL	1437.133492	65.899881	51.266985	273
300	ILSHDR	1436.180225	68.939925	91.480601	274
37	ILSHL	1446.796369	94.183373	44.873717	275
297	ILSHR	1443.000000	96.000000	94.000000	276
474	ILSHVL	1512.000000	111.000000	63.000000	277
476	ILSHVR	1489.000000	110.000000	74.000000	278
463	ILSODL	1526.000000	51.016873	61.966254	279
155	ILSODR	1541.191119	51.038273	75.406526	280
454	ILSOL	1479.000000	86.000000	48.000000	281
235	ILSOR	1479.796384	92.502373	92.706893	282
473	ILSOVL	1532.000000	111.000000	63.000000	283
475	ILSOVR	1514.000000	109.000000	74.000000	284
49	IML	321.630283	97.724939	52.887880	285
519	IMR	349.000000	96.000000	84.000000	286
119	IND2	999.482241	54.652191	67.925747	287
99	IND3	930.508362	51.182869	63.868525	288
100	IND4	853.616064	58.019103	63.135745	289
154	IND5	762.384655	58.212728	72.683243	290
269	IND6	594.106215	62.212199	58.812616	291
138	IND7	504.428982	62.868566	68.545726	292
103	IND8	409.261865	60.252425	65.254364	293
294	IND9	354.388005	67.014899	51.555808	294
56	INDL1	1052.003578	59.068295	55.547138	295
167	INDR1	1067.684400	57.257162	80.433786	296
86	INV2	998.518079	101.393597	61.427852	297
292	INV3	916.109380	92.231902	77.796714	298
125	INV4	803.017003	95.529321	68.912279	299
61	INV5	700.271395	81.580916	56.531618	300
169	INV6	642.826892	75.059591	78.430696	301
92	INV7	523.866314	96.236866	62.508723	302
132	INV8	432.998380	96.788831	71.403543	303
293	INV9	351.817799	86.626334	80.154969	304
291	INVL1	1063.028630	100.936512	55.125299	305
198	INVR1	1049.417770	94.681373	83.870588	306
545	K	258.000000	67.000000	64.000000	307
165	K'	269.594492	70.859924	78.780627	308
542	LUAL	233.000000	79.000000	59.000000	309
179	LUAR	227.076356	79.061621	80.583724	310
261	M	544.193264	73.226087	80.430251	311
195	M1	1157.426829	57.841233	81.554763	312
81	M2L	1179.784761	88.575057	56.762944	313
207	M2R	1178.201395	82.019108	84.649682	314
95	M3L	1373.896460	87.549779	61.127212	315
187	M3R	1372.954966	88.881963	77.100024	316
139	M4	1370.818061	72.406662	68.712953	317
305	M5	1132.000000	59.000000	52.000000	318
324	MC1DL	1438.189889	67.155364	60.930949	319
327	MC1DR	1433.000000	70.000000	83.000000	320
323	MC1V	1443.287770	98.431655	74.136691	321
313	MC2DL	1205.932300	70.188961	64.876835	322
168	MC2DR	1209.452954	66.445660	76.469973	323
157	MC2V	1209.028364	86.319503	72.116034	324
306	MC3DL	1140.000000	72.000000	49.000000	325
196	MC3DR	1132.439539	63.952665	83.182578	326
126	MC3V	1136.648459	104.332618	68.901678	327
322	MCL	1427.000000	88.000000	65.000000	328
320	MCR	1425.000000	88.000000	78.000000	329
315	MI	1413.983852	62.016148	71.161476	330
74	NSML	1403.764530	94.023198	57.826391	331
192	NSMR	1400.962260	95.002486	82.707345	332
448	OLLL	1371.000000	70.000000	50.000000	333
427	OLLR	1369.000000	71.000000	90.000000	334
7	OLLSHL	1431.808922	88.301066	38.999097	335
250	OLLSHR	1429.538915	82.713443	98.987264	336
458	OLLSOL	1417.000000	67.000000	46.000000	337
233	OLLSOR	1404.369854	67.715385	95.704990	338
452	OLQDL	1355.000000	52.000000	61.000000	339
433	OLQDR	1354.000000	54.081925	77.655397	340
457	OLQSHDL	1433.000000	69.000000	43.000000	341
299	OLQSHDR	1426.993397	72.002935	99.006603	342
453	OLQSHVL	1418.000000	92.000000	41.000000	343
252	OLQSHVR	1422.446080	92.679690	98.677014	344
85	OLQSODL	1497.253240	49.077350	63.479737	345
462	OLQSODR	1513.000000	51.000000	77.000000	346
36	OLQSOVL	1462.787282	95.532930	47.383043	347
226	OLQSOVR	1460.234848	98.140029	90.376588	348
439	OLQVL	1350.000000	98.000000	49.000000	349
424	OLQVR	1353.000000	100.000000	89.000000	350
263	P1/2L	974.940618	101.742577	41.325528	351
236	P1/2R	965.951487	92.371282	93.681657	352
553	P11/12L	299.615864	94.526713	48.568994	353
218	P11/12R	313.860212	89.397880	86.714695	354
25	P3/4L	880.026133	96.599137	42.594102	355
254	P3/4R	862.488552	91.511894	92.691198	356
30	P5/6L	743.810820	95.371720	41.987690	357
255	P5/6R	752.332079	96.021266	91.013087	358
35	P7/8L	597.359094	91.011710	44.660734	359
257	P7/8R	605.491759	96.066643	88.124866	360
42	P9/10L	450.306750	92.948904	46.931642	361
259	P9/10R	468.684534	97.114615	85.899417	362
82	PHAL	249.668576	94.956522	58.843530	363
182	PHAR	247.768908	93.940336	77.698039	364
62	PHBL	246.684288	82.346693	54.207770	365
180	PHBR	239.885389	82.682415	80.549723	366
539	PHSHL	205.232640	77.496394	59.459510	367
170	PHSHR	198.318026	77.313748	77.640616	368
94	PLML	189.423216	85.217465	61.727157	369
181	PLMR	191.865524	88.397000	77.574605	370
325	PM1DL	1433.000000	63.000000	67.594397	371
326	PM1DR	1433.000000	62.721351	76.761158	372
558	PM1L	1446.000000	75.000000	55.000000	373
186	PM1R	1441.496086	80.549061	82.673017	374
329	PM1VL	1441.000000	98.000000	62.000000	375
328	PM1VR	1441.000000	95.000000	81.000000	376
342	PM2D1	1557.000000	61.000000	68.000000	377
341	PM2D2	1538.000000	60.000000	68.000000	378
344	PM2VL1	1563.000000	87.000000	58.000000	379
343	PM2VL2	1548.000000	88.000000	58.000000	380
346	PM2VR1	1572.000000	87.000000	76.000000	381
345	PM2VR2	1553.000000	86.000000	76.000000	382
340	PM3DL	1506.000000	62.000000	65.000000	383
333	PM3DR	1492.861905	63.049660	76.083673	384
332	PM3L	1476.989842	81.979684	58.050790	385
185	PM3R	1481.988751	80.255373	80.688381	386
337	PM3VL	1521.942715	93.286426	64.400996	387
336	PM3VR	1523.951574	92.290557	76.759080	388
316	PM4DL	1415.000000	61.000000	61.000000	389
314	PM4DR	1412.921087	63.078913	79.631307	390
57	PM4L	1416.884240	80.176290	55.078103	391
217	PM4R	1417.377618	80.404017	87.795409	392
318	PM4VL	1420.000000	104.000000	62.000000	393
317	PM4VR	1418.000000	104.000000	76.000000	394
101	PM5DL	1189.797018	61.824407	60.497261	395
160	PM5DR	1192.208854	61.166018	74.363804	396
89	PM5L	1191.644590	79.725986	61.280334	397
184	PM5R	1190.784550	73.828121	81.035017	398
311	PM5VL	1187.000000	93.017341	66.826590	399
312	PM5VR	1187.000000	92.000000	77.000000	400
307	PM6D	1162.000000	55.000000	68.000000	401
83	PM6VL	1163.301345	90.654423	56.833678	402
197	PM6VR	1159.361211	86.156726	82.576682	403
109	PM7D	1136.038016	50.618309	65.533242	404
46	PM7VL	1132.906692	93.956142	51.204263	405
191	PM7VR	1130.726166	86.569444	82.604595	406
104	PM8	1106.802306	86.676101	66.030189	407
541	PVCL	222.000000	85.000000	59.000000	408
188	PVCR	223.227481	89.793588	80.447634	409
105	PVPL	304.725036	103.283647	63.429088	410
552	PVPR	297.000000	94.000000	78.000000	411
72	PVQL	262.453450	87.247097	55.884337	412
210	PVQR	255.601446	80.864997	82.335829	413
121	PVR	158.669775	74.380918	69.901483	414
158	PVT	317.096696	102.307115	75.437057	415
264	QL	540.618542	79.638838	44.696956	416
223	QR	565.979061	86.834868	87.357885	417
129	REPD	277.011610	60.213622	67.392157	418
71	REPVL	282.460439	79.461715	55.976774	419
202	REPVR	284.149173	79.644604	82.942949	420
388	RIAL	1287.000000	63.000000	53.000000	421
366	RIAR	1297.000000	65.000000	83.000000	422
80	RIBL	1241.466929	78.137630	55.942302	423
214	RIBR	1252.854013	86.269209	86.221116	424
376	RICL	1223.000000	96.000000	44.000000	425
240	RICR	1224.705168	93.382316	95.513387	426
395	RID	1340.000000	44.000000	69.000000	427
401	RIFL	1215.844807	116.022170	65.844807	428
399	RIFR	1207.000000	113.000000	74.000000	429
398	RIGL	1199.353014	114.100861	63.747847	430
108	RIGR	1153.510499	118.245684	64.379375	431
410	RIH	1294.809058	99.809058	69.334149	432
386	RIML	1229.000000	86.000000	53.000000	433
359	RIMR	1234.000000	85.000000	85.000000	434
447	RIPL	1356.000000	74.000000	48.000000	435
426	RIPR	1356.000000	77.000000	90.000000	436
152	RIR	1276.462275	90.254790	70.912575	437
171	RIS	1243.255727	95.468127	75.686753	438
88	RIVL	1211.977612	54.521559	59.998342	439
206	RIVR	1211.171010	55.432796	84.167789	440
412	RMDDL	1302.000000	105.000000	55.000000	441
211	RMDDR	1304.645248	104.509505	85.950736	442
24	RMDL	1309.793223	90.818465	43.543914	443
239	RMDR	1312.839744	91.260312	91.981048	444
1	RMDVL	1316.576550	72.113566	38.977713	445
241	RMDVR	1325.176661	72.266178	94.872951	446
434	RMED	1353.921087	53.078913	69.631307	447
20	RMEL	1340.223015	74.107941	43.839753	448
425	RMER	1341.000000	79.000000	90.000000	449
446	RMEV	1335.000000	112.000000	69.000000	450
18	RMGL	1178.513642	94.901377	43.280601	451
243	RMGR	1172.028932	93.067260	95.404303	452
411	SAADL	1298.697987	103.899329	62.704698	453
409	SAADR	1299.190942	104.190942	76.334149	454
389	SAAVL	1310.921022	67.118467	52.861789	455
367	SAAVR	1313.914994	67.170012	83.198347	456
397	SABD	1183.812865	115.070175	74.116959	457
147	SABVL	1240.199170	112.442205	70.431832	458
402	SABVR	1223.000000	115.000000	73.000000	459
417	SIADL	1269.000000	96.000000	55.000000	460
