label_number	label_name	x	y	z	Aligned_No
265	ADAL	1234.000000	86.000000	37.000000	1
262	ADAR	1237.465297	86.980709	93.829734	2
266	ADEL	1233.000000	75.000000	39.000000	3
277	ADER	1249.000000	73.000000	85.000000	4
264	ADESHL	1153.000000	84.000000	42.000000	5
253	ADESHR	1172.834666	86.513673	91.115271	6
67	ADFL	1318.516325	58.037561	51.329096	7
293	ADFR	1328.000000	61.000000	81.000000	8
110	ADLL	1294.844129	47.542171	59.624651	9
185	ADLR	1308.435868	51.890917	73.142362	10
25	AFDL	1328.525283	58.657983	41.797732	11
281	AFDR	1337.000000	66.000000	89.000000	12
319	AIAL	1311.000000	95.000000	56.000000	13
311	AIAR	1311.000000	98.000000	67.000000	14
59	AIBL	1322.469024	75.580592	49.279879	15
212	AIBR	1332.070353	79.074186	79.326033	16
323	AIML	1254.000000	98.000000	54.000000	17
325	AIMR	1262.000000	97.000000	71.000000	18
12	AINL	1235.578112	62.084656	39.411863	19
238	AINR	1245.172523	58.653371	85.074707	20
324	AIYL	1252.000000	88.000000	46.000000	21
326	AIYR	1273.000000	102.000000	78.000000	22
273	AIZL	1251.000000	67.000000	45.000000	23
278	AIZR	1261.000000	84.000000	83.000000	24
159	ALA	1362.172268	41.133860	66.055352	25
68	ALML	864.040553	57.942229	52.076801	26
190	ALMR	967.807607	57.532496	81.618722	27
94	ALNL	242.887141	66.081389	54.047477	28
181	ALNR	231.577524	69.237959	72.728832	29
22	AMSHL	1192.008110	55.996049	40.605115	30
263	AMSHR	1223.804626	70.639075	95.141509	31
44	AMSOL	1515.660240	58.358520	48.063054	32
357	AMSOR	1546.000000	68.000000	87.000000	33
26	ARCADL	1564.755195	73.640898	40.846218	34
241	ARCADR	1568.000396	74.692963	87.730823	35
157	ARCAV	1635.059993	105.248645	67.615287	36
364	ARCPD	1607.000000	53.000000	75.000000	37
37	ARCPDL	1534.728939	59.811789	45.011836	38
222	ARCPDR	1526.935135	65.640295	84.117936	39
370	ARCPV	1592.000000	105.184442	66.491844	40
343	ARCPVL	1541.000000	81.000000	42.000000	41
358	ARCPVR	1556.000000	86.000000	86.000000	42
1	ASEL	1283.627186	64.159251	35.623504	43
258	ASER	1286.884733	68.343766	91.597201	44
41	ASGL	1288.897350	53.013402	46.116357	45
217	ASGR	1295.790247	62.248268	80.397894	46
3	ASHL	1308.309028	67.487847	37.507192	47
282	ASHR	1315.077647	73.115294	89.350588	48
541	ASIL	1277.000000	50.000000	58.000000	49
284	ASIR	1279.013235	56.002941	75.980147	50
7	ASJL	1289.767585	81.542164	37.865487	51
254	ASJR	1295.111679	87.800323	89.472013	52
121	ASKL	1319.872759	43.556924	60.939296	53
180	ASKR	1331.165417	49.988392	72.860459	54
268	AUAL	1313.057285	83.713574	36.599004	55
260	AUAR	1315.660096	91.482692	89.326442	56
18	AVAL	1352.659021	65.392010	38.855412	57
248	AVAR	1362.003189	72.780476	89.938680	58
81	AVBL	1265.761055	62.094017	51.463025	59
557	AVBR	1271.000000	69.000000	79.000000	60
2	AVDL	1263.833379	66.069517	36.857379	61
279	AVDR	1265.988777	71.004489	89.022447	62
57	AVEL	1344.942364	69.377401	49.833930	63
211	AVER	1352.984925	78.015704	78.636935	64
299	AVG	1231.000000	120.000000	62.000000	65
269	AVHL	1272.000000	54.000000	44.000000	66
548	AVHR	1272.000000	55.000000	86.000000	67
23	AVJL	1255.264477	53.322045	41.277684	68
280	AVJR	1256.983051	57.016949	88.056497	69
43	AVKL	1234.806040	101.147357	45.657121	70
236	AVKR	1242.230506	99.246501	82.865181	71
201	AVL	1314.939447	89.615226	77.240741	72
61	AWAL	1303.066548	65.036576	50.916434	73
294	AWAR	1313.000000	70.000000	80.000000	74
36	AWBL	1305.563325	51.512905	44.522809	75
240	AWBR	1308.390222	57.013665	86.275433	76
4	AWCL	1330.916861	72.256628	36.377731	77
259	AWCR	1335.649865	83.101035	91.283303	78
133	B	263.993430	89.309899	60.948971	79
350	BAGL	1404.000000	79.000000	42.000000	80
327	BAGR	1413.000000	86.000000	86.000000	81
39	BDUL	1078.590570	77.104575	45.105976	82
234	BDUR	1072.538928	82.579987	85.786403	83
474	CANL	762.456133	75.735378	43.520309	84
228	CANR	781.444247	77.790346	84.160314	85
98	CCLA	788.634624	105.266997	55.772625	86
55	CCLP	768.851943	99.953271	48.872110	87
461	CCRA	1029.000000	109.000000	76.000000	88
460	CCRP	1025.860806	102.721612	82.278388	89
64	CEPDL	1363.294169	45.991254	50.751312	90
209	CEPDR	1364.514493	48.989583	80.529438	91
52	CEPSHDL	1402.285102	53.034873	48.773937	92
221	CEPSHDR	1402.781309	59.499593	82.126596	93
28	CEPSHVL	1386.204388	83.941690	41.866518	94
332	CEPSHVR	1398.000000	99.000000	77.000000	95
341	CEPSODL	1445.989922	52.994401	49.005599	96
507	CEPSODR	1446.836151	62.491547	80.590377	97
47	CEPSOVL	1439.279720	94.562188	45.863636	98
362	CEPSOVR	1436.000000	106.000000	73.000000	99
353	CEPVL	1403.000000	99.000000	50.000000	100
333	CEPVR	1401.996625	105.973003	68.026997	101
125	DA1	1158.979435	116.893331	60.949644	102
136	DA2	1075.399404	115.547964	61.652830	103
138	DA3	979.839180	116.028952	62.765004	104
144	DA4	866.592322	114.496648	63.045298	105
137	DA5	730.962613	113.244369	61.818243	106
114	DA6	556.661287	107.030872	58.889668	107
540	DA7	419.000000	102.000000	58.000000	108
535	DA8	320.000000	93.000000	56.000000	109
178	DA9	309.247040	96.554001	72.973089	110
295	DB1	1184.000000	117.000000	56.000000	111
302	DB2	1264.996644	120.004474	60.996644	112
126	DB3	1108.365512	116.018239	61.751290	113
139	DB4	948.905882	114.357075	63.478855	114
124	DB5	768.923880	110.219878	61.334711	115
538	DB6	590.684660	109.246426	56.342437	116
539	DB7	444.648300	103.824820	60.268967	117
115	DD1	1207.085877	116.845649	58.501284	118
158	DD2	1019.562056	115.112067	64.890514	119
135	DD3	840.252304	111.453486	62.193358	120
123	DD4	644.594097	109.388319	60.845510	121
122	DD5	479.278890	105.376024	60.145587	122
534	DD6	323.085006	86.829988	63.198347	123
169	DEP	248.848150	63.014388	66.638232	124
384	DL1	1575.156871	59.277557	47.401380	125
388	DL10	1135.343946	47.085421	51.149617	126
108	DL11	1059.343899	44.719678	59.053499	127
389	DL12	970.000000	48.000000	55.000000	128
390	DL13	913.857285	46.200079	59.939857	129
105	DL14	834.648755	49.240592	57.900206	130
391	DL15	785.921733	50.278132	60.480181	131
392	DL16	679.802222	50.860000	60.293737	132
