label_number	label_name	x	y	z	Aligned_No
261	ADAL	1264.575839	72.563875	108.219799	1
439	ADAR	1273.393853	57.295390	54.113830	2
248	ADEL	1276.266610	83.068367	105.661809	3
18	ADER	1278.868545	68.526828	56.274313	4
423	ADESHL	1216.395758	98.043973	102.351785	5
353	ADESHR	1241.000000	67.000000	53.000000	6
382	ADFL	1365.000000	107.000000	89.000000	7
374	ADFR	1363.998097	93.997146	59.998573	8
114	ADLL	1341.316503	111.187819	77.743222	9
52	ADLR	1344.545527	106.448324	66.067447	10
381	AFDL	1374.051418	98.953388	95.033157	11
351	AFDR	1380.960907	85.918919	51.942085	12
401	AIAL	1354.000000	66.000000	84.000000	13
103	AIAR	1363.975131	61.597513	76.456806	14
163	AIBL	1368.255844	84.107273	85.964935	15
390	AIBR	1371.886807	75.170180	61.283372	16
407	AIML	1311.907583	68.049763	84.244076	17
409	AIMR	1316.600413	63.931337	73.669592	18
240	AINL	1288.256991	97.841079	103.382434	19
10	AINR	1283.839510	84.553678	52.863760	20
408	AIYL	1302.000000	65.000000	93.000000	21
59	AIYR	1311.636141	55.487326	66.152085	22
384	AIZL	1304.220758	81.700165	95.219110	23
355	AIZR	1301.000000	70.863850	62.340376	24
361	ALA	1405.007365	116.178853	73.412941	25
183	ALML	897.243762	104.836078	90.345309	26
279	ALMR	936.646294	95.987817	61.148875	27
205	ALNL	240.987624	92.215227	92.810869	28
460	ALNR	238.000000	90.000000	74.000000	29
229	AMSHL	1277.727273	108.472622	98.323029	30
431	AMSHR	1239.000000	96.000000	51.000000	31
222	AMSOL	1579.259259	98.290771	96.289953	32
14	AMSOR	1618.801146	83.747241	56.645586	33
249	ARCADL	1632.817098	82.797927	104.992055	34
20	ARCADR	1657.421332	78.569473	58.517981	35
521	ARCAV	1716.000000	57.000000	88.000000	36
90	ARCPD	1681.144033	105.395576	73.141718	37
233	ARCPDL	1597.452272	95.520782	101.483269	38
29	ARCPDR	1598.088914	88.628800	61.098971	39
523	ARCPV	1672.000000	54.000000	89.000000	40
232	ARCPVL	1607.117520	77.021850	101.632283	41
312	ARCPVR	1631.000000	74.000000	58.000000	42
237	ASEL	1328.666216	98.459579	102.934015	43
348	ASER	1327.882678	82.093168	51.882678	44
182	ASGL	1332.654079	106.676564	88.998270	45
24	ASGR	1330.392857	95.908080	59.777810	46
244	ASHL	1349.600883	94.624663	101.665604	47
1	ASHR	1353.114758	79.530754	50.688981	48
377	ASIL	1321.001427	107.999049	80.996670	49
56	ASIR	1316.963551	104.241917	65.940623	50
247	ASJL	1337.166513	80.960766	106.090072	51
8	ASJR	1329.842291	60.166960	54.122907	52
376	ASKL	1367.849036	105.941113	77.304069	53
557	ASKR	1373.000000	107.000000	65.000000	54
399	AUAL	1352.972662	79.032614	103.047002	55
5	AUAR	1349.884516	61.364838	52.756679	56
231	AVAL	1392.313905	94.660904	99.945666	57
350	AVAR	1404.000000	80.000000	52.000000	58
558	AVBL	1318.000000	97.000000	93.000000	59
373	AVBR	1311.000000	90.000000	59.000000	60
429	AVDL	1307.991905	91.996667	102.006667	61
356	AVDR	1301.000000	75.000000	52.000000	62
180	AVEL	1390.070957	83.615053	87.729388	63
389	AVER	1394.000000	78.000000	61.000000	64
412	AVG	1265.085756	41.941860	84.018895	65
380	AVHL	1315.000000	112.000000	95.000000	66
358	AVHR	1313.170455	98.686189	52.494755	67
379	AVJL	1301.991183	104.016165	96.994122	68
357	AVJR	1296.995565	93.960089	50.960089	69
188	AVKL	1289.195534	61.530477	91.547677	70
410	AVKR	1291.000000	60.000000	70.000000	71
402	AVL	1345.191597	60.325210	73.591597	72
141	AWAL	1351.328718	94.340222	85.974435	73
375	AWAR	1345.000000	90.000000	61.000000	74
206	AWBL	1346.117165	109.084898	92.683946	75
359	AWBR	1347.032401	99.145803	50.837997	76
250	AWCL	1370.251511	85.973072	104.241986	77
556	AWCR	1376.000000	69.000000	50.000000	78
475	B	270.850549	68.077563	86.754067	79
242	BAGL	1452.444888	78.420660	105.151757	80
323	BAGR	1466.761980	68.139802	55.586139	81
255	BDUL	1132.848961	85.172064	104.856936	82
23	BDUR	1131.934701	76.561774	59.668740	83
280	CANL	793.046016	86.754367	103.174691	84
22	CANR	853.510721	69.474909	59.033075	85
189	CCLA	821.202826	58.755300	93.216435	86
146	CCLP	799.737368	51.409349	82.721156	87
53	CCRA	1075.566247	54.402771	67.476071	88
93	CCRP	1064.880980	48.710910	75.069720	89
366	CEPDL	1405.000000	113.000000	84.000000	90
32	CEPDR	1407.607668	105.600958	60.346326	91
223	CEPSHDL	1436.850562	103.633458	96.322901	92
15	CEPSHDR	1444.596724	90.596012	55.943746	93
226	CEPSHVL	1436.318353	64.123119	98.830268	94
514	CEPSHVR	1444.000000	59.000000	66.000000	95
336	CEPSODL	1499.000000	102.000000	96.000000	96
16	CEPSODR	1504.345807	91.392700	56.921460	97
219	CEPSOVL	1490.495803	61.259410	95.001354	98
326	CEPSOVR	1491.206531	61.515446	66.702560	99
337	CEPVL	1444.947471	52.987354	87.148346	100
