label_number	label_name	x	y	z	Aligned_No
321	ADAL	1181.855977	55.358931	95.697609	1
349	ADAR	1190.000000	54.000000	43.000000	2
333	ADEL	1189.276247	67.829262	97.246362	3
552	ADER	1188.000000	66.000000	43.000000	4
313	ADESHL	1114.942382	64.105732	93.547966	5
32	ADESHR	1129.512358	57.397796	49.296593	6
270	ADFL	1273.279363	83.144488	84.153500	7
355	ADFR	1281.000000	88.000000	51.000000	8
211	ADLL	1252.941359	102.427971	75.766320	9
115	ADLR	1259.014919	97.674955	61.714060	10
339	AFDL	1285.000000	79.000000	94.000000	11
15	AFDR	1292.446802	76.923961	43.653404	12
376	AIAL	1263.000000	52.000000	75.000000	13
369	AIAR	1258.921022	50.980256	65.822300	14
268	AIBL	1270.603513	67.817440	84.414680	15
70	AIBR	1275.605975	72.778302	56.184906	16
363	AIML	1213.042424	49.957576	72.618182	17
362	AIMR	1215.127204	52.127204	64.491184	18
334	AINL	1196.549329	81.603875	96.528465	19
10	AINR	1199.243311	76.947749	43.266604	20
364	AIYL	1212.000000	51.000000	82.000000	21
74	AIYR	1226.562766	48.188104	56.606798	22
341	AIZL	1213.000000	69.000000	88.000000	23
356	AIZR	1212.000000	62.000000	52.000000	24
161	ALA	1310.169048	103.282826	70.007819	25
304	ALML	852.267195	90.201483	90.141140	26
58	ALMR	861.733146	86.695352	54.166241	27
245	ALNL	267.402435	83.005940	80.841402	28
136	ALNR	265.170010	81.615916	64.496218	29
335	AMSHL	1139.570642	86.344135	96.246922	30
530	AMSHR	1150.577948	82.083605	43.658485	31
288	AMSOL	1499.704505	82.965210	89.450714	32
27	AMSOR	1490.800471	81.432607	48.449676	33
309	ARCADL	1506.988364	71.970791	92.032296	34
22	ARCADR	1509.090547	73.862190	45.995555	35
429	ARCAV	1572.823512	46.634481	73.208285	36
137	ARCPD	1553.858732	96.502555	65.392546	37
285	ARCPDL	1480.408937	85.527872	87.623336	38
39	ARCPDR	1472.932006	83.405974	52.372688	39
431	ARCPV	1532.000000	43.000000	72.000000	40
308	ARCPVL	1490.745819	63.820792	89.543757	41
553	ARCPVR	1490.000000	65.000000	49.000000	42
319	ASEL	1238.206510	76.640044	95.540208	43
12	ASER	1246.113837	76.906035	43.751963	44
297	ASGL	1244.104847	92.571128	90.533193	45
34	ASGR	1245.178131	92.153741	50.278158	46
326	ASHL	1258.650588	74.579089	96.504652	47
11	ASHR	1265.629487	75.958974	43.584872	48
239	ASIL	1233.129042	99.018392	80.627707	49
81	ASIR	1232.403226	95.841240	56.983238	50
323	ASJL	1237.792754	58.864292	95.071538	51
6	ASJR	1242.304749	59.613026	42.781818	52
215	ASKL	1275.172261	98.187883	77.114207	53
354	ASKR	1278.998881	94.003356	61.005593	54
324	AUAL	1256.140240	58.310532	96.678878	55
7	AUAR	1262.049490	60.300340	43.860501	56
330	AVAL	1305.026061	74.147371	97.456411	57
9	AVAR	1311.659289	73.269015	43.064838	58
342	AVBL	1229.000000	83.000000	85.000000	59
49	AVBR	1232.765977	76.787279	53.676506	60
338	AVDL	1216.070175	74.116959	96.187135	61
352	AVDR	1223.000000	70.000000	42.000000	62
343	AVEL	1296.000000	70.000000	86.000000	63
56	AVER	1299.282897	70.051911	53.992757	64
151	AVG	1178.329428	31.171606	69.684356	65
340	AVHL	1225.000000	94.000000	92.000000	66
19	AVHR	1226.924570	88.872712	45.160011	67
315	AVJL	1209.299627	87.842287	93.813847	68
353	AVJR	1215.000000	78.000000	47.000000	69
224	AVKL	1197.381693	47.154951	78.881244	70
87	AVKR	1198.737759	48.573029	58.811618	71
69	AVL	1269.207322	59.240748	56.020692	72
246	AWAL	1255.135358	86.325873	81.257394	73
71	AWAR	1258.208602	81.320070	56.635752	74
305	AWBL	1263.908236	91.569903	91.313930	75
33	AWBR	1265.820329	90.117812	49.669257	76
337	AWCL	1280.000000	66.000000	96.000000	77
3	AWCR	1280.723105	67.382391	42.462881	78
176	B	286.214083	58.646159	69.941323	79
390	BAGL	1362.000000	63.000000	93.000000	80
411	BAGR	1359.955121	64.895282	45.895282	81
307	BDUL	1036.311556	68.701071	91.087016	82
37	BDUR	1049.805355	63.330927	50.917268	83
281	CANL	760.095114	62.028907	90.056882	84
44	CANR	777.022981	66.377669	52.502135	85
265	CCLA	781.154968	45.007829	86.392279	86
260	CCLP	733.456238	45.717877	84.274441	87
65	CCRA	1030.153398	43.996440	55.334628	88
66	CCRP	999.988070	44.951750	55.902969	89
258	CEPDL	1310.086296	97.252222	82.475556	90
64	CEPDR	1316.920553	100.683074	54.671272	91
296	CEPSHDL	1338.169836	82.843268	89.835303	92
38	CEPSHDR	1346.186390	83.792826	50.113979	93
391	CEPSHVL	1344.000000	53.000000	87.000000	94
20	CEPSHVR	1335.586860	59.460518	45.314908	95
289	CEPSODL	1393.323873	84.189602	90.993561	96
40	CEPSODR	1391.756872	85.201894	50.365608	97
248	CEPSOVL	1388.861523	47.092655	82.231806	98
53	CEPSOVR	1393.563250	48.841006	53.880851	99
393	CEPVL	1342.978507	40.000000	75.059955	100
412	CEPVR	1347.000000	41.000000	65.000000	101
173	DA1	1112.780060	32.100893	70.598512	102
216	DA2	1043.248150	32.643711	76.088219	103
198	DA3	958.760276	31.016441	74.221161	104
188	DA4	862.002550	35.872737	73.849273	105
184	DA5	742.099728	33.543182	72.221232	106
550	DA6	580.000000	42.000000	73.000000	107
154	DA7	469.501774	46.620535	71.876272	108
193	DA8	347.790189	52.167849	73.382388	109
516	DA9	342.000000	59.000000	61.000000	110
146	DB1	1152.494989	28.984252	66.802792	111
133	DB2	1219.797905	37.131497	63.873933	112
208	DB3	1065.543902	31.847967	74.638482	113
212	DB4	926.677804	33.611215	75.830374	114
187	DB5	770.833871	34.816489	72.042463	115
201	DB6	599.366120	38.799827	73.487777	116
