label_number	label_name	x	y	z	Aligned_No
235	ADAL	1070.189917	61.173519	94.427558	1
3	ADAR	1077.943089	63.072009	44.486876	2
236	ADEL	1085.024708	69.240563	92.588195	3
11	ADER	1088.085148	72.750140	47.062256	4
231	ADESHL	1018.999193	87.870629	91.338623	5
331	ADESHR	1028.000000	88.000000	46.000000	6
388	ADFL	1164.000000	91.000000	86.000000	7
340	ADFR	1170.000000	89.000000	58.000000	8
200	ADLL	1151.416293	109.401529	83.246507	9
341	ADLR	1156.000000	93.000000	58.000000	10
378	AFDL	1176.000000	86.000000	95.000000	11
339	AFDR	1181.000000	89.000000	49.000000	12
399	AIAL	1159.000000	61.000000	77.000000	13
368	AIAR	1157.930013	55.467026	70.537012	14
208	AIBL	1164.324252	74.219980	85.043054	15
78	AIBR	1163.267592	75.409647	59.284770	16
383	AIML	1116.000000	50.000000	80.000000	17
384	AIMR	1122.000000	53.000000	66.000000	18
238	AINL	1092.759091	85.116883	93.114286	19
20	AINR	1098.916221	91.093951	49.421306	20
382	AIYL	1113.854033	48.927017	88.583867	21
328	AIYR	1126.078978	51.980256	56.822300	22
381	AIZL	1109.000000	71.000000	88.000000	23
335	AIZR	1113.000000	74.000000	54.000000	24
150	ALA	1208.744604	110.581074	72.665468	25
211	ALML	820.557719	93.829423	87.876584	26
488	ALMR	807.000000	99.000000	49.000000	27
558	ALNL	275.000000	83.000000	64.000000	28
510	ALNR	278.081272	84.027091	54.756184	29
470	AMSHL	1072.324522	97.196601	95.232240	30
485	AMSHR	1071.283610	103.806425	46.499079	31
261	AMSOL	1345.705726	84.388725	102.069067	32
71	AMSOR	1375.469851	83.656900	60.258386	33
264	ARCADL	1397.507888	68.546310	105.831043	34
82	ARCADR	1405.554248	77.613725	61.678431	35
457	ARCAV	1462.000000	46.000000	94.000000	36
179	ARCPD	1436.422222	102.309586	79.168192	37
263	ARCPDL	1363.510249	82.967301	103.801367	38
59	ARCPDR	1350.929588	88.732090	58.635427	39
459	ARCPV	1436.000000	43.000000	91.000000	40
429	ARCPVL	1374.000000	65.000000	104.000000	41
75	ARCPVR	1385.837844	67.452232	60.450150	42
253	ASEL	1134.633726	86.230281	97.609248	43
333	ASER	1141.093725	88.093725	48.581414	44
376	ASGL	1139.000000	97.000000	94.000000	45
337	ASGR	1148.000000	101.000000	52.000000	46
248	ASHL	1156.199211	78.305391	95.985865	47
14	ASHR	1159.793947	77.437368	46.343421	48
391	ASIL	1126.000000	102.000000	84.000000	49
352	ASIR	1145.000000	111.000000	61.000000	50
245	ASJL	1138.581163	64.349908	94.958695	51
344	ASJR	1138.000000	66.000000	47.000000	52
206	ASKL	1176.331726	106.758060	83.512202	53
86	ASKR	1173.829533	107.815056	60.108578	54
247	AUAL	1156.724224	62.425155	96.030745	55
9	AUAR	1159.909260	61.958191	45.994116	56
379	AVAL	1195.000000	82.000000	95.000000	57
25	AVAR	1196.034453	81.680292	48.452263	58
387	AVBL	1118.000000	89.000000	88.000000	59
35	AVBR	1120.935915	90.626408	54.247183	60
374	AVDL	1108.000000	79.000000	98.000000	61
334	AVDR	1113.000000	84.016816	47.989910	62
390	AVEL	1185.000000	75.000000	85.000000	63
65	AVER	1185.219188	78.456583	59.075280	64
357	AVG	1095.000000	36.000000	70.000000	65
375	AVHL	1122.000000	98.000000	97.000000	66
34	AVHR	1131.141323	101.679919	51.356936	67
239	AVJL	1105.045455	92.174739	93.736587	68
336	AVJR	1112.000000	99.000000	49.000000	69
202	AVKL	1099.006876	47.228401	84.205979	70
38	AVKR	1097.524338	50.650189	53.708449	71
369	AVL	1156.000000	63.000000	63.000000	72
215	AWAL	1146.487542	88.490940	86.574179	73
342	AWAR	1139.000000	86.000000	58.000000	74
377	AWBL	1159.935409	96.080738	94.129181	75
338	AWBR	1163.134498	97.086626	50.859422	76
373	AWCL	1172.663589	70.249631	97.023634	77
10	AWCR	1177.986493	66.609055	46.684842	78
98	B	293.907584	59.655818	64.200184	79
403	BAGL	1238.982043	63.015713	95.008979	80
432	BAGR	1241.948864	65.034091	47.931818	81
219	BDUL	973.274159	67.181053	88.271444	82
22	BDUR	978.589076	72.577335	50.056917	83
227	CANL	696.172771	69.363416	90.953663	84
15	CANR	708.984962	75.977260	48.136255	85
129	CCLA	731.056728	46.766171	70.688689	86
175	CCLP	707.458002	49.695817	80.831317	87
267	CCRA	970.000000	50.000000	51.000000	88
266	CCRP	944.000000	51.000000	51.000000	89
216	CEPDL	1208.673867	102.462516	86.778907	90
349	CEPDR	1208.000000	105.000000	60.000000	91
408	CEPSHDL	1234.000000	91.000000	91.000000	92
48	CEPSHDR	1232.589788	93.941108	54.344067	93
220	CEPSHVL	1228.417972	57.148389	90.424180	94
43	CEPSHVR	1232.892644	56.984749	55.575957	95
417	CEPSODL	1277.000000	88.000000	96.000000	96
447	CEPSODR	1275.799762	93.066746	59.233611	97
420	CEPSOVL	1273.010078	48.004479	89.006719	98
70	CEPSOVR	1277.557377	51.423595	59.086944	99
419	CEPVL	1239.000000	45.000000	78.000000	100
440	CEPVR	1241.000000	45.000000	67.000000	101
114	DA1	1029.553377	36.033925	68.928727	102
123	DA2	991.408635	39.805412	69.142597	103
105	DA3	908.582130	35.577772	66.830564	104
95	DA4	800.415306	37.854740	65.583476	105
116	DA5	689.042186	38.175909	67.661449	106
135	DA6	556.420915	44.203029	71.290999	107
141	DA7	425.217207	47.386460	72.348942	108
518	DA8	336.955121	55.895282	74.104718	109
58	DA9	333.846250	55.815000	56.210833	110
355	DB1	1076.000000	31.000000	72.000000	111
144	DB2	1143.579835	31.973950	72.726632	112
115	DB3	1007.671602	37.934590	68.459758	113
106	DB4	878.226274	36.747752	67.760490	114
118	DB5	742.344220	38.961659	67.683045	115
134	DB6	586.615553	44.815170	71.223713	116
140	DB7	448.541702	45.916879	71.489963	117
133	DD1	1059.048085	36.221135	72.342745	118
97	DD2	949.547000	37.779641	66.834672	119
96	DD3	775.113454	39.095569	66.125200	120
128	DD4	620.186752	44.586497	69.945478	121
136	DD5	487.540984	46.282787	70.966120	122
519	DD6	339.832328	62.962606	67.083233	123
509	DEP	284.341493	87.161567	62.168911	124
265	DL1	1411.666773	88.760980	103.823043	125
210	DL10	1005.875125	105.929071	86.200050	126
538	DL11	943.388749	108.912714	79.472755	127
192	DL12	860.875436	102.779887	83.599258	128
180	DL13	817.648198	104.332925	79.494729	129
181	DL14	770.256967	104.065555	80.778209	130
173	DL15	726.430332	104.153226	78.841846	131
187	DL16	638.959623	104.609859	81.114441	132
168	DL17	580.503264	103.539466	76.810682	133
539	DL18	505.500000	101.486537	76.572191	134
540	DL19	449.705631	99.330405	75.438063	135
311	DL2	1377.296859	96.022183	99.749003	136
167	DL20	403.828159	99.242647	76.714597	137
33	DL21	259.992958	90.662412	55.743178	138
557	DL3	1337.729553	101.227644	95.700382	139
249	DL4	1292.235041	99.486508	95.489636	140
312	DL5	1236.407285	108.079470	86.043046	141
549	DL6	1225.786349	100.152608	92.461709	142
313	DL7	1109.196422	115.430861	83.182259	143
217	DL8	1077.260104	114.658808	86.887565	144
